4.020000000000000000e+02,-1.000000000000000000e+02,1.000000000000000000e+02,-2.100000000000000000e+01
4.010000000000000000e+02,-1.000000000000000000e+02,1.000000000000000000e+02,-2.100000000000000000e+01
4.000000000000000000e+02,-1.000000000000000000e+02,1.000000000000000000e+02,-2.100000000000000000e+01
3.990000000000000000e+02,-1.000000000000000000e+02,1.000000000000000000e+02,-2.100000000000000000e+01
3.980000000000000000e+02,-1.000000000000000000e+02,1.000000000000000000e+02,-2.100000000000000000e+01
3.970000000000000000e+02,-1.000000000000000000e+02,1.000000000000000000e+02,-2.100000000000000000e+01
3.960000000000000000e+02,-1.000000000000000000e+02,1.000000000000000000e+02,-2.100000000000000000e+01
3.950000000000000000e+02,-1.000000000000000000e+02,1.000000000000000000e+02,-2.100000000000000000e+01
3.940000000000000000e+02,-1.000000000000000000e+02,1.000000000000000000e+02,-2.100000000000000000e+01
3.930000000000000000e+02,-1.000000000000000000e+02,1.000000000000000000e+02,-2.100000000000000000e+01
