2.830000000000000000e+02,-1.000000000000000000e+02,8.400000000000000000e+01,-2.100000000000000000e+01
2.840000000000000000e+02,-1.000000000000000000e+02,8.400000000000000000e+01,-2.100000000000000000e+01
2.850000000000000000e+02,-1.000000000000000000e+02,8.400000000000000000e+01,-2.100000000000000000e+01
2.860000000000000000e+02,-1.000000000000000000e+02,8.400000000000000000e+01,-2.100000000000000000e+01
2.870000000000000000e+02,-1.000000000000000000e+02,8.400000000000000000e+01,-2.100000000000000000e+01
2.880000000000000000e+02,-1.000000000000000000e+02,8.400000000000000000e+01,-2.100000000000000000e+01
2.890000000000000000e+02,-1.000000000000000000e+02,8.400000000000000000e+01,-2.100000000000000000e+01
2.900000000000000000e+02,-1.000000000000000000e+02,8.400000000000000000e+01,-2.100000000000000000e+01
2.910000000000000000e+02,-1.000000000000000000e+02,8.400000000000000000e+01,-2.100000000000000000e+01
2.920000000000000000e+02,-1.000000000000000000e+02,8.400000000000000000e+01,-2.100000000000000000e+01
